0	25	-1.4859839687444416
0	154	-0.04215369660465573
0	283	-0.2497063970835153
1	461	-0.4571524751371516
2	87	1.1674866729368008
2	408	-0.412828836136413
4	807	0.0022511013751877256
5	168	1.9625762582712152
5	210	-0.06415343469621673
5	754	-0.9201861113518244
6	555	-1.0589076703548872
6	577	0.9011594991067852
6	704	-0.542673895589306
6	990	-1.1141491668113699
7	720	-1.1668843210891893
8	396	-0.062085386799536055
8	457	-0.2695076043540878
8	794	0.8971069284811181
9	276	-0.47739305062981047
9	512	1.3210914612535167
9	916	-0.6760892763376697
10	34	-0.18401452008428687
10	155	-0.1746292678574611
10	446	-1.045146238346189
10	448	-1.0077994723077175
10	885	0.27281057401732417
11	35	-0.07691279583171556
11	64	0.5343683223517733
13	139	-0.0028892776268750896
13	199	1.312500125754069
13	306	1.3906377508570644
16	17	-1.2699131388420886
16	317	-1.5361183709043307
16	862	0.4586468132744002
17	444	-0.3080513510099756
17	447	-1.1540432344546543
17	944	-0.03147632114531552
18	1	-1.679803019876015
19	127	-0.4991381377751197
20	522	1.134715437667301
20	607	-1.6062474487588274
20	938	-1.4112225314155242
22	309	-0.40234678915962313
22	424	0.8943545695759593
23	134	0.005265823616181207
24	254	0.46392854370565556
24	784	0.005236540704257365
24	820	-0.5865258397766576
24	899	-0.15332172360675045
24	917	-1.5271776291282753
25	165	0.56709367928956
26	477	0.04232908051990236
27	702	-0.8133929048508395
28	110	2.7602275976027997
28	376	0.440724290376477
28	919	-1.5656791240105765
29	445	-0.2514138784868343
29	920	-0.8522295681664958
30	215	-1.331929146478395
30	353	-0.15147009682333645
30	517	-0.23127046268730347
34	339	-0.10699635258984946
34	792	0.28754577178950963
35	146	-1.178504963218791
35	410	0.5589828158964573
35	687	-2.5707039590836946
37	342	1.3421003046758242
37	572	0.7376120870894808
37	846	0.651361850651965
38	678	-0.7828665467333482
38	780	-0.32483659391674086
39	139	0.6366000130422658
39	797	-0.5522679049586858
40	574	0.6332292787473619
40	620	-0.47053875480166724
41	320	-0.35448986917206615
41	594	0.06392846324476034
41	741	-0.26164520965411914
43	500	0.6511553441473293
44	756	-0.3506036635016299
44	887	0.47057330997843844
45	765	-1.4180700416776444
46	38	1.0305473757850172
46	382	0.8685035142322401
46	857	-0.739910674950088
47	41	1.5203760800408725
47	123	-1.125637839137246
47	906	0.496796203459933
48	279	0.36459783867074264
48	675	-0.411754759302649
48	899	-1.085892857786644
49	125	0.6168279843907755
49	481	-0.11086945570554668
50	592	-1.1036366704207632
50	606	0.05143198094252965
51	155	0.9704810895300421
51	260	-0.22674555970054708
51	636	-1.0391916570834125
51	710	1.9265121269666006
